file_name,class
492701,0
565998,1
596142,0
598351,0
1207040,1
1210809,0
1225940,1
1226666,0
1235623,0
1245147,1
1248706,1
1257302,1
1258545,0
1259506,1
1262477,1
1264136,1
1275236,0
1282553,0
1284238,1
1294672,0
1299129,0
1300696,1
1312581,1
1313997,1
1314006,0
1316894,1
1329546,0
1334650,0
1334677,0
1341441,0
1344934,1
1348343,0
1353635,1
1360288,0
1360511,1
1363936,1
1368033,0
1384532,1
1384591,0
1387159,0
1393703,0
1394905,1
1397857,0
1401085,0
1402562,1
1404161,1
1412627,1
1421248,1
1423540,0
1427124,1
1430931,1
1430963,0
1432907,0
1434092,0
1437627,0
1444961,1
1451487,1
1454973,0
1459848,0
1460158,1
1461150,0
1461755,0
1473290,0
1482128,0
1488186,0
1493710,1
1496040,1
1508936,1
1508939,0
1512020,0
1512213,1
1514129,1
1519121,1
1523838,1
1524464,0
1534144,0
1537234,0
1540504,0
1542134,1
1550945,0
1550988,0
1556105,0
1563172,1
1566055,1
1567668,0
1569495,1
1569709,1
1572022,0
1572948,0
1573820,0
1580728,0
1587633,0
1587640,1
1593706,1
1594207,0
1596861,0
1597906,1
1603553,0
1604454,1
1606965,0
1607240,1
1610644,1
1613283,0
1613949,0
1615713,0
1615954,0
1618319,1
1621204,1
1624078,1
1632711,1
1636052,1
1642032,1
1650198,0
1657117,1
1658027,0
1666669,0
1674450,1
1674546,1
1679258,0
1681397,1
1694473,1
1698634,1
1700228,0
1726002,0
1728701,1
1737475,0
1742664,0
1742936,1
1755857,0
1820266,1
528408,0
1203151,0
1219386,0
1237205,0
1247501,0
1250535,0
1258689,1
1259437,1
1283469,0
1285342,0
1286850,0
1288886,1
1297514,1
1301396,1
1309753,0
1319422,0
1324443,0
1326015,0
1329169,1
1335418,1
1348471,1
1350458,1
1359127,1
1359822,1
1360677,0
1362184,1
1362275,1
1367318,1
1371671,1
1371881,0
1378057,1
1378358,0
1380042,0
1390536,1
1395238,1
1395419,0
1408667,1
1412495,1
1414604,0
1419341,1
1421298,1
1423424,1
1428092,0
1429720,1
1430438,1
1435489,0
1437410,1
1438829,1
1443704,1
1443815,0
1448291,0
1448992,0
1456455,0
1458958,0
1461106,1
1469684,1
1469906,0
1477950,0
